sh600268:833247280.7200,321533053.3900,228665185.2300,120120170.6600,50397991.6600,11626180.6700,20224373.4900,293770.0000;
sh600278:0.0000,0.0000,1613059.0000,255991.0000,3080630.0000,3520995.8000,3525306.0000,3998574.2000;
sh600279:0.0000,0.0000,0.0000,736893.0000,1551992.0000,1048688.0000,1621244.5000,2880302.5000;
sh600283:1071988.0000,0.0000,3838308.9000,3489132.2800,8021617.6500,9132327.4200,6552724.9100,7079492.5000;
sh600285:4460042.0000,0.0000,10053253.5500,4422112.0400,9258246.8400,8475724.8600,13493697.0700,8222596.2900;
sh600288:1190137.0000,0.0000,2952827.0000,3729443.8900,5474622.2800,7314245.8200,4651510.3500,3504016.3800;
sh600291:0.0000,1093022.0000,3125975.6800,4233551.2000,7448877.0400,6230248.3400,6823839.5600,5183695.0400;
sh600293:2050174.0000,0.0000,1885117.0000,4916591.5000,3192335.0000,3402301.0000,3988970.5000,3532226.6600;
sh600300:51929704.6000,19052909.0000,103900014.4000,86110396.8000,56398784.3400,45195833.0700,20202312.6500,20490769.8900;
sh600310:4495304.0000,1012638.0000,3669455.3000,12483072.6500,9193135.2200,11816315.6800,9027957.9800,9335793.0200;
sh600311:1003626.0000,0.0000,3930986.0000,9507684.5200,8325181.0000,8681323.5300,8737094.2600,9476566.3300;
sh600313:192751772.4700,54401438.0900,196580499.4200,131166023.5200,95368163.4400,90150863.5000,21234856.5000,20090725.0000;
sh600317:0.0000,0.0000,1558817.0000,1998217.0000,1305669.0000,1423854.0000,3492356.7000,2689330.0000;
sh600322:9481175.0000,0.0000,5015821.0000,5199353.9200,7832503.0000,6198286.9200,2964621.1600,2519586.0000;
sh600323:2373045.0000,4096909.7600,19879524.3900,19271304.8700,22813957.5000,23812164.6200,23723075.1800,18681260.9200;
sh600326:7877702.0000,2696436.0000,20804820.4100,22016764.5300,16271751.7600,18687154.1000,9447324.5500,9674209.1800;
sh600336:4145813.0000,11953993.0000,15817129.0000,23052019.3800,20325295.2500,20314168.4100,13284293.8600,12486022.5100;
sh600337:1035000.0000,0.0000,8693557.6000,5623872.9000,9515117.3500,3667239.3000,5135554.6000,2612065.0000;
sh600338:0.0000,0.0000,3277763.0000,4901384.0000,9970230.3000,8478767.0000,9244534.4000,8725109.3300;
sh600339:6241927.0000,6727100.0000,16245792.8800,19212585.6000,10616197.8900,8380750.1900,6328295.2000,6518187.3000;
sh600351:0.0000,0.0000,2973207.3700,2459202.0000,5808856.5000,5509728.1700,3958423.6500,5924123.8700;
sh600353:0.0000,0.0000,7661535.7800,1809179.3600,5894780.6400,5292475.1200,4915977.2600,5102600.8800;
sh600354:2005920.0000,2405120.0000,8898860.9000,10346957.5600,11521049.7200,11643742.0600,9258481.5600,6793755.6400;
sh600355:0.0000,0.0000,3176526.0000,3628449.0000,5181502.0000,5411257.0000,5742075.0000,4443849.0000;
sh600360:14099803.3700,6083828.9400,60305646.2800,50516446.0400,43239651.3000,38404498.0600,19970580.5900,21234753.9700;
sh600363:11584065.0000,2249920.0000,19908431.2700,15721391.0000,12870738.0000,12408619.0000,7208020.0000,7166432.9000;
sh600366:68892563.9900,24706378.0000,108932212.9200,105375484.3100,54511123.1000,55362786.2400,18540204.6400,18748978.5600;
sh600371:88066176.1000,20388924.9500,150906275.5600,83550686.6600,62351785.5400,52811306.2700,19385646.9400,7659288.9100;
sh600375:0.0000,0.0000,4104591.0000,2838593.0000,2800547.0000,3659534.2500,3423258.3700,3501128.4400;
sh600381:0.0000,0.0000,1165335.0000,837002.9000,3019776.4800,4026119.7600,4083019.8000,4691999.7200;
sh600392:7790031.0000,5440683.4000,61445660.2000,32863708.1900,27557547.6500,25626320.9000,13297626.9900,12469151.8900;
sh600393:0.0000,0.0000,2429630.0000,9954573.6000,9699914.0000,8836416.0000,5290910.0000,4224948.6000;
sh600398:0.0000,0.0000,2797637.0000,2693713.3700,3501008.0000,4357113.0000,4896298.8300,6209205.1000;
sh600419:5009098.0000,0.0000,13590615.9400,10936707.5400,20805174.3400,12632784.7600,9946307.6000,11554701.3200;
sh600425:10758956.2500,6289044.0000,15908739.0000,23856359.0200,17950694.3500,24799063.0700,13308142.1900,15489878.1700;
sh600429:3727166.0000,0.0000,6028765.0000,9706029.0000,10009748.8400,8198395.5500,6910099.0000,5507537.4500;
sh600449:12000191.0000,8257159.0000,45709364.0000,47103173.5400,29834850.1800,41980049.5000,16799479.5000,20114804.0000;
sh600455:0.0000,0.0000,1261418.0000,211820.0000,4595402.0000,2521801.0000,6366251.0000,5949899.0000;
sh600463:0.0000,0.0000,307040.0000,296564.0000,1995525.0000,2588365.0000,1648755.0000,2148718.0000;
sh600466:14358630.4500,13551320.0000,20344590.4000,19897154.3100,19831269.2000,35566663.3800,11309999.9100,19771240.8200;
sh600467:39032039.1400,10453538.8200,97291590.5600,60212252.0000,62610762.0300,48256575.8200,22106247.1800,19813202.8900;
sh600476:0.0000,0.0000,2279632.0000,3109697.0000,4764412.0000,5851775.0000,4794626.3000,6111413.7000;
sh600478:4810737.0000,0.0000,7803364.0000,2341059.0000,9283426.7500,5164957.1900,6639815.0000,5091298.3900;
sh600479:0.0000,0.0000,5604468.7200,10522247.2400,8097144.8000,13828132.3700,7698969.4800,11178553.4400;
sh600480:3778423.7000,3382960.0000,15940361.0000,17000291.9700,15426337.6500,25111874.4000,10697509.0200,9626265.4200;
sh600481:0.0000,0.0000,1970138.0000,1247663.3200,2584820.9800,1558218.6800,2295040.9400,1810250.0800;
sh600488:0.0000,0.0000,1236972.0000,4720373.0000,6528714.0000,6187295.0000,7056624.5000,7963072.0000;
sh600495:7201453.0000,6432883.0000,25678373.4400,23973589.9100,21809099.6500,22110543.6100,13539798.1900,14198295.7800;
sh600499:0.0000,0.0000,6867460.0000,1088756.0000,5433547.0000,3255406.0000,4759666.5400,3662120.0000;
sh600501:0.0000,1358955.0000,11495258.0000,14240912.4500,17154935.9600,23968524.1900,12248481.5400,13782967.6000;
sh600503:9113067.0000,2131558.0000,36493112.8600,27557735.2100,26155554.7300,16234579.4000,16529647.0000,8495364.8400;
sh600505:3627196.0000,4313166.0000,20130299.4100,16345224.0000,27018635.7000,21465894.2300,16497417.2200,13846367.1700;
sh600506:0.0000,0.0000,13012025.0000,3634512.0000,17366839.3600,13479427.4400,12003140.1000,10190618.4600;
sh600517:12817502.7200,0.0000,34822723.4800,31682921.7400,29553707.3600,25992776.2000,15441155.7200,14540220.8400;
sh600520:0.0000,0.0000,900090.5000,1872560.0000,3120875.7700,4094548.4000,5423331.5000,4546474.1400;
sh600525:1020714.7500,0.0000,5053070.4000,6863965.2500,5899871.9500,6279277.4000,6257082.2000,4962064.5500;
sh600526:0.0000,2016000.0000,9053971.6000,24630832.6500,13338300.0000,19899838.0200,8782922.1200,7331169.4200;
sh600527:410607862.3600,156285664.2500,215176775.5000,170266952.7000,84080367.5000,58258039.8800,23428507.5000,13329092.0000;
sh600530:0.0000,0.0000,3185393.0000,723141.0000,5141777.5000,3527970.5000,6022421.5000,4425046.0200;
sh600533:0.0000,1976208.0000,6285090.9200,8924078.0000,6469691.1300,5527200.7500,4454039.2500,4966009.0000;
sh600537:0.0000,0.0000,707839.0000,2024515.3200,1782008.3600,2988861.7200,2387929.0000,2269458.6800;
sh600549:2714030.5000,4792537.5000,15512952.6000,13901626.9000,16102826.2600,16695862.0900,11060101.0900,10765962.8500;
sh600559:38380707.2600,14820874.4100,34630308.0400,40269523.0800,27445581.2700,34407959.5800,15036127.4200,14352191.2200;
sh600562:14998192.0000,0.0000,18053671.8900,15576891.3000,15693066.0100,13150270.8800,10163818.7600,10815635.9600;
sh600568:0.0000,0.0000,3882228.4800,7724948.0000,4823095.3800,10942900.0600,5784326.7700,8777798.9000;
sh600573:1624400.0000,0.0000,1591233.0000,1743453.1200,6471552.0000,3808709.0000,5049359.7600,5057357.0000;
sh600587:3166493.0000,5948449.0000,17632512.5900,33702409.6000,32506253.7700,34779768.2000,17416612.2100,15825689.6700;
sh600593:0.0000,0.0000,5169809.0000,2221084.0000,8756918.6200,5757259.0000,7537737.0000,3136027.0000;
sh600596:0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000;
sh600601:10643053.4100,3246450.0000,20867109.1000,17357242.1400,12985820.8000,13003242.5900,10559367.8400,10470851.6200;
sh600602:1007382.0000,1800000.0000,9868829.5100,16674568.7200,14246533.2800,15252001.8000,10428651.3200,10194248.4200;
sh600603:1118340.0000,3547814.0000,14534226.6200,21459290.1600,16503949.2900,24631306.8000,10319844.1100,12885705.3700;
sh600604:3117555.7000,2173787.0000,8698950.4800,14830294.3500,14199583.6500,16800324.3500,9244113.6400,9634300.5000;
sh600613:0.0000,0.0000,1532337.0000,3374783.0000,5035805.0000,5374137.0000,5588546.3200,4795265.0000;
sh600623:3842426.0000,0.0000,6232556.6000,4002268.8000,6739918.2400,4106128.8800,6150083.8400,4635795.9600;
sh600624:0.0000,3342976.0000,6804056.1200,15547279.2000,17789627.7500,18073588.1600,14653842.0000,11613298.3100;
sh600626:0.0000,0.0000,3085305.0000,3827560.7900,4471277.0000,6604596.8100,4650377.8900,6203024.2900;
sh600628:0.0000,2542710.0000,3657939.0000,10293553.0000,7108830.0000,14587004.0000,8627787.0000,9800008.0000;
sh600630:0.0000,0.0000,1539598.7200,4884909.0000,7026362.8500,11398397.2900,8482188.4200,9417328.8400;
sh600638:0.0000,0.0000,788930.0000,0.0000,2366051.7200,682890.0800,2002967.4300,2039468.6300;
sh600639:0.0000,0.0000,2450388.8400,4408816.9200,5207381.7200,6754450.9400,7995827.3800,7229660.6800;
sh600640:1122200.0000,2589416.0000,25360475.2300,30179320.2000,26028235.5800,29378623.8300,15146792.2400,16844168.4000;
sh600641:15141156.0000,17561460.0000,40256887.2000,38450313.9600,32610267.7000,32262691.4400,15609457.4700,17764899.2400;
sh600644:0.0000,0.0000,0.0000,0.0000,1304442.8600,929284.0000,1802173.0000,2555493.2200;
sh600645:2738953.0000,14245896.0000,30050077.6300,41548438.6900,27219745.9400,28306198.6100,15428517.4700,13845802.8300;
sh600647:0.0000,0.0000,431823.0000,1709967.0000,1874728.0000,2096286.0000,2733287.0600,2136354.0000;
sh600649:0.0000,0.0000,2597937.0000,1490712.4000,4698964.0200,3992530.9200,4786712.2300,5236222.2100;
sh600651:0.0000,0.0000,1921256.2600,895456.0000,4367186.4800,3725010.0000,3297936.5800,3696104.9600;
sh600661:0.0000,0.0000,390556.0000,736934.0000,4263344.0000,4016500.0000,6009677.7600,3111132.8300;
sh600662:0.0000,1184964.0000,1721636.6000,1992721.0000,1113753.2000,2254448.5000,1641104.0000,2410012.3600;
sh600668:24505557.8800,15673638.0000,61278890.9800,62940208.9800,43405625.5400,41756003.9300,14097155.6500,18552664.4800;
sh600671:10307355.0000,12530007.0000,16567046.0000,21558352.0000,18586416.0000,22897384.0000,10763375.4600,13222914.6000;
sh600677:0.0000,1540992.0000,2965678.0000,7240988.3000,7266595.7000,7417859.1400,7059231.5700,5678563.8000;
sh600678:1219070.0000,0.0000,6438147.4000,11394068.3000,14272236.0000,22690123.6100,13618424.8000,16947031.3900;
sh600682:0.0000,0.0000,6328997.0000,5255992.0000,10857436.2400,10998303.0000,8154919.0000,5975223.0000;
sh600683:0.0000,0.0000,2622650.0000,1102797.0000,5708085.0000,7151076.0000,4116365.0000,5156741.0000;
sh600684:0.0000,0.0000,1870584.7000,1104613.5000,1577744.5500,1312502.0600,2295637.8000,4697226.3700;
sh600689:0.0000,0.0000,3667200.0000,12235613.3500,10430955.2800,10384674.6400,8571935.2800,10540397.4200;
sh600693:5820307.0000,5225000.0000,1445927.0000,266166.0000,2725150.7600,2084516.0000,2308120.7200,4889283.5800;
sh600695:1366794.0000,0.0000,14286094.3600,9421808.0000,14655461.2800,16444002.5900,12194694.1400,11412527.5900;
sh600697:0.0000,0.0000,637006.0000,0.0000,2321212.0000,1965571.8000,2686390.0000,2574592.2000;
sh600706:1027158.0000,0.0000,14327207.4600,15780458.4000,14833020.4000,13310933.0200,9702317.0800,8525306.9800;
sh600708:0.0000,1232102.8800,2595546.0000,2315584.4900,4237793.1200,3044353.3300,2693369.2500,2483409.3900;
sh600711:1205536.0000,0.0000,6706796.0000,7454467.0800,5185328.1000,7210347.8200,7358961.9400,6215181.6800;
sh600712:7046109.0000,4588834.0000,28059366.5800,14915275.3500,22439055.1000,21189135.2500,12645249.8300,13390037.5600;
sh600716:0.0000,1421640.0000,2740031.0000,1820233.0000,1169032.0000,2147642.0000,2211152.0000,2724613.0000;
sh600719:0.0000,0.0000,932940.0000,652398.0000,1544155.0000,4083653.4400,2049518.0000,3531654.8800;
sh600724:3725728.0000,6208059.0000,22558567.6100,23093549.0000,26702566.3400,32873459.3100,17744920.1000,19491587.6600;
sh600730:0.0000,0.0000,1180832.0000,851643.0000,1462762.0000,1229201.3700,2950014.0000,2120734.0000;
sh600734:0.0000,1029969.0000,3795037.0000,4890323.0200,7230876.2800,6173934.0000,7869974.5100,8050045.4200;
sh600736:0.0000,0.0000,5287048.8000,7493217.0000,7374925.0000,6746172.0000,4421725.7800,4892299.5800;
sh600737:33252901.8500,10133251.0000,87605302.4000,72196469.4700,54675841.1700,43240952.2200,24301882.4000,18581362.9700;
sh600744:0.0000,0.0000,3137890.6300,4231020.4000,5751053.2000,6630537.3700,5048389.6000,5195177.0000;
sh600746:0.0000,0.0000,1020360.0000,220980.0000,2597460.5000,2782081.2700,3605931.8000,2907789.3000;
sh600748:0.0000,4981051.0000,10075491.0000,24340963.6800,14067273.3300,17924721.4500,8753508.3100,9090348.2800;
sh600755:0.0000,1010880.0000,7594356.2000,7138053.9000,9863018.6600,8466413.3800,7801618.9600,6456193.9900;
sh600756:0.0000,6792919.0000,19574396.6900,17246786.0000,22534181.2600,27855439.8700,14713563.9100,14653911.1000;
sh600764:0.0000,0.0000,6777584.0300,10175271.0000,9187213.1600,10317994.0000,8781258.0000,7583795.7900;
sh600770:2225531.0000,0.0000,19051535.8200,7035053.8500,16098166.4000,9648244.6200,12777160.0600,9763999.9300;
sh600771:3060138.0000,0.0000,5348578.7500,9621345.4000,10643342.1100,12843690.2900,11375715.6600,7268565.3000;
sh600773:0.0000,0.0000,2570914.0000,3115781.0000,5187797.0000,6171454.0000,5207455.4800,4688421.1400;
sh600777:5215946.0000,12578355.0000,13041251.0000,25745991.0000,12103851.5800,15512736.0100,10237998.9600,9931719.5400;
sh600783:0.0000,0.0000,12183567.7200,10049999.8000,12501428.3000,12439835.1100,8776669.0000,8964078.0800;
sh600784:0.0000,0.0000,1914010.0000,0.0000,1450998.0000,1103919.0000,2416898.0000,1751838.0000;
sh600785:0.0000,0.0000,0.0000,249050.0000,717817.0000,1058492.3600,1501697.9500,1680747.4700;
sh600796:12333838.0000,0.0000,33066628.6200,10439819.1200,26802030.8000,19588446.6800,15409246.2000,6975385.5000;
sh600800:0.0000,0.0000,1872752.0000,1345507.0000,4250557.0000,4782560.8000,3736970.1000,4535670.5000;
sh600802:2382022.0000,16190985.1700,60536606.0100,71234652.4500,56314455.7500,58042675.9300,23363682.6100,20804145.8900;
sh600808:0.0000,2502108.0000,2943352.0000,10541235.0000,4304494.0000,4682729.0000,5108334.0000,5097978.9700;
sh600818:3446930.7100,3518223.0000,4306193.0000,5590217.0000,2729295.0000,5771966.0000,4880898.2700,6544432.8400;
sh600819:0.0000,1892892.0000,2314854.0000,1056087.0000,2086813.0000,2809157.2000,3266133.9000,2757408.3600;
sh600821:0.0000,0.0000,3168103.0000,1954768.0000,5575032.0000,2802966.0000,4759686.0000,3460300.0000;
sh600822:0.0000,0.0000,11805223.0000,635796.0000,1713184.0000,1976985.6400,2886313.0000,3100706.7100;
sh600824:0.0000,0.0000,11691219.3500,5411849.8000,8041237.6200,6849213.0300,4796745.8800,6588521.5600;
sh600825:0.0000,0.0000,543620.0000,2306853.0000,4014913.6000,4270182.0000,4279747.2000,5026298.0000;
sh600828:0.0000,0.0000,931998.9500,348250.0000,2482598.2400,1743433.0600,3037492.0500,3227473.2700;
sh600829:0.0000,1110296.0000,9920877.0000,15266075.7500,21843052.8900,24224241.0600,15525469.2300,18683630.9100;
sh600830:1057115.0000,0.0000,8169911.1000,12356839.4500,12201174.5700,11828139.2300,8065343.1500,9058933.6000;
sh600831:20877842.5000,49089489.6000,78576190.1100,76837863.0600,52401313.5700,41601538.1800,25193531.4000,14659785.9200;
sh600833:1118275.0000,0.0000,4841860.0000,3484720.1700,11804421.0000,8819220.3000,11722094.9600,8898944.1700;
sh600834:0.0000,0.0000,1647109.0000,0.0000,1214824.0000,795880.0000,2046642.6400,1716232.3600;
sh600836:0.0000,7141806.0000,28300888.2000,23482790.0000,18579462.0000,23642928.7800,9179782.0000,11081759.1400;
sh600838:7846525.6600,0.0000,20835192.0000,19433285.0000,22202056.4000,20784535.0000,10416887.0000,13247441.6600;
sh600841:0.0000,0.0000,1854034.0000,0.0000,1208372.0000,876074.0000,3572963.2200,2453555.3200;
sh600843:0.0000,0.0000,493185.0000,263192.0000,1470531.0000,2776782.0000,2651502.2000,2413430.0000;
sh600846:0.0000,0.0000,5539689.7500,11989466.8900,12392442.4000,15684676.6300,12660025.7000,17114109.5800;
sh600851:0.0000,0.0000,721516.2000,2098868.9700,4289338.3200,3951372.0000,3501839.0200,3769963.2000;
sh600853:3180663.0000,4338688.0000,36162341.2000,30190506.7400,36984102.7200,34919770.5200,19558352.3000,19612143.6400;
sh600854:0.0000,0.0000,484572.0000,973693.0000,1425110.6900,2645685.0000,2160244.0000,2184934.3600;
sh600855:207999467.3700,253754253.9100,279123995.0500,286388867.8300,91779861.8200,86518352.7000,12992489.0400,14142249.1400;
sh600857:0.0000,0.0000,224436.0000,224200.0000,1108757.0000,986726.6000,2261931.2000,1104035.8000;
sh600860:0.0000,0.0000,0.0000,1239590.0000,1598642.0000,2647628.5000,1991549.5000,2595003.0000;
sh603179:8349627.0000,0.0000,17846960.0000,6524042.2000,24112911.0000,8665793.0800,10392714.8000,6284776.8000;
sh603893:6881017.0000,1298009.0000,48455949.0100,38389749.8000,41648308.0100,40917408.0500,15668092.8000,17670394.2000;
sh600127:926240289.2400,552633130.6000,546170134.7400,386293011.6200,106472091.4300,73245043.4400,7669160.9600,5194374.0000;
sh600861:0.0000,0.0000,1949530.0000,997122.0000,5570573.0000,3614407.0000,4515582.4800,4594566.3100;
sh600862:9459659.0000,1441800.0000,34292328.0300,34752847.4800,34999525.1600,37744824.5700,19675025.8200,17138940.2100;
sh600864:2554192.0000,3094865.0000,7433204.0000,13255494.0700,11689975.9300,11366802.4400,9217704.5500,7295784.2000;
sh600865:0.0000,0.0000,1714322.0000,4258854.3000,4998607.7000,5918266.3000,6361953.2700,5393968.0000;
sh600866:2650000.0000,1049220.0000,14546267.7800,19863636.2300,21108950.6200,22695060.0700,14498330.4900,12095307.4400;
sh600867:0.0000,6399567.9600,26064904.7500,30749078.8000,29721552.4900,32220476.3500,14117218.4500,16504481.5500;
sh600868:1144686.0000,5522796.0000,4062590.0000,7717563.9900,8750563.7400,8062314.6600,6064945.6800,7451816.0300;
sh600869:110890648.6800,86241807.5900,147048950.2200,139105164.0300,55329589.7000,56563344.6500,19187767.3300,17879504.3700;
sh600871:1950000.0000,4209606.0000,7761459.0000,9002855.0000,5369845.0000,7779945.0000,8121878.0000,6286794.0000;
sh600874:1382000.0000,1890600.0000,5713038.0000,4349672.0000,4197975.7900,4466621.0000,3855577.0000,5458914.3400;
sh600876:0.0000,0.0000,10520625.0000,9023401.0000,16574159.4100,14923265.0000,11216003.2400,12544169.1500;
sh600879:100528848.3700,31638013.0000,146610135.9300,132228991.9100,67693696.4100,61354514.8200,19540865.1300,20825423.5600;
sh600880:1241890.0000,2652122.0000,21685361.2900,16696347.1100,17778416.2000,14233450.9700,11337080.0800,10821626.8000;
sh600882:23549089.2400,0.0000,34369046.7800,7111065.6200,24790226.3000,13873494.5700,16117234.9100,8345345.9100;
sh600885:2749038.0000,1141103.6400,11753848.0000,19805990.0800,21385862.1200,31592068.8600,15818682.1500,18948822.2300;
sh600888:1274677.2000,0.0000,2088662.0000,6193553.0000,2323276.0900,3843299.2200,3938385.1000,3295223.2000;
sh600889:0.0000,0.0000,2434375.0000,1176507.0000,3924323.0000,2661355.0000,2434102.4000,3754201.9400;
sh600894:7543532.0000,6375125.0000,31740084.4100,24675523.9000,36510430.9000,41127824.6000,17875453.5700,16954935.5900;
sh600898:17552608.5000,5088345.0000,34230505.6500,9763936.8000,23747016.3500,11960475.3200,15036735.1900,9756887.2900;
sh600917:0.0000,0.0000,4453363.0000,1631093.6000,5901105.0000,2219712.0000,4135994.0500,2965199.2300;
sh600926:0.0000,2391892.8000,5077342.7600,9494285.0200,6389281.4600,8136959.4200,8594630.4600,9533664.1800;
sh600936:0.0000,0.0000,1167158.0000,1309029.0000,2897129.0000,1745874.0000,3078510.0000,5534677.0000;
sh600959:0.0000,0.0000,1254851.2000,1989300.2000,3823158.0000,2959602.0000,4180108.5200,4162788.6800;
sh600962:2330935.0000,2620294.0000,19545232.5400,23285143.0000,28630484.2500,31038811.5200,18793266.7500,17683148.8000;
sh600965:0.0000,0.0000,6626725.5300,3508482.9900,8563327.3800,7531658.6900,6858490.8500,7642265.1400;
sh600966:0.0000,0.0000,12528903.0000,15826819.6000,12057003.5000,12190872.0000,17734314.0000,11042551.1600;
sh600973:20607144.1600,10298564.6800,27914594.5600,18133408.6200,16490336.9200,12999518.1800,12954433.5400,10234033.0300;
sh600976:0.0000,0.0000,6527616.0000,3765391.0000,5843472.7200,6406866.0000,6711674.7200,4684867.2800;
sh600980:0.0000,0.0000,2011655.0000,1206797.0000,4779712.0000,4338955.5400,4364067.0000,5379111.4600;
sh600981:1424251.7400,0.0000,8341407.0000,8541612.0000,9099958.0000,9288135.1900,6989815.1200,12894805.0000;
sh600982:0.0000,0.0000,242151.0000,0.0000,590917.0000,1193725.0000,2126141.0000,1198261.0000;
sh600983:2543600.0000,0.0000,6569224.2600,8908604.0000,19175129.0000,19206399.0000,12952395.0000,13036294.0300;
sh600986:28686160.8000,37359819.0000,100352695.8200,108309539.3500,58042164.9400,69221565.6500,18464166.1800,21496105.4800;
